Column1;Column2;Column3;Column4;Column5
cochon engraisse;growing fat;-;0.142857 0.250000;1
vais;'ll put;-;0.001767 0.333333;1
il;it be;-;0.000348 0.333333;1
cuisiner pour;cooking for;-;1.000000 0.500000;1
mauvais num�ro;number;-;0.166667 0.004878;1
Yoko;Yoko went;-;0.007463 1.000000;1
amus�e hier;yesterday;-;0.333333 0.000404;1
banque garde;keeps;-;0.333333 0.015385;1
premi�re rencontre;first;-;1.000000 0.001391;1
met;easily gets;-;0.013158 0.166667;1
sait;sew;-;0.004566 0.025000;1
v�lo;oiled;-;0.002915 0.125000;1
avons;try;-;0.005076 0.005952;1
air;seems warm;-;0.001946 0.500000;1
beurre;cake;-;0.001799 0.000169;1
risques;take risks;-;0.018868 1.000000;1
cuisinier;am;-;0.008065 0.002008;1
faim;hungry yet;-;0.000618 0.333333;1
au chef;As;-;1.000000 0.006061;1
moi;I.;-;0.000702 0.031250;1
conseill�;much;-;0.002667 0.002976;1
il;what he;-;0.000348 0.066667;1
devrais;work;-;0.001684 0.000992;1
convient;right;-;0.017544 0.004132;1
fen�tre;slept;-;0.001408 0.005650;1
couche;As;-;0.025000 0.006061;1
Quelques;Some children;-;0.090909 1.000000;1
d�ner;Mother;-;0.002506 0.005102;1
habitude;cup;-;0.004808 0.000402;1
progresse;coming;-;0.090909 0.030303;1
� ce;to;-;1.000000 0.000113;1
parfait;Nobody;-;0.002500 0.008197;1
devriez;wash;-;0.012821 0.006757;1
pense;beat;-;0.000847 0.017544;1
s�;Give;-;0.090909 0.002288;1
elles manquent;Plants die;-;1.000000 0.500000;1
connaisse;early;-;0.038462 0.001093;1
apprend;fast learner;-;0.008333 0.043478;1
manger un;like to;-;0.333333 0.045455;1
qui;him;-;0.001225 0.000389;1
souvent;would often;-;0.000459 1.000000;1
.;warm .;-;0.000001 0.500000;1
commence lorsque;Life begins;-;1.000000 0.142857;1
seule;us;-;0.011905 0.001541;1
soleil;much sun;-;0.002907 1.000000;1
transporte;myself;-;0.500000 0.005747;1
Quelle;weather;-;0.014493 0.004651;1
assez;able;-;0.001153 0.005682;1
prendre;cup;-;0.006329 0.000402;1
a pas;for;-;0.125000 0.000268;1
Tu l';met;-;1.000000 0.000460;1
et pour;and;-;1.000000 0.000058;1
air;seems hungry;-;0.001946 0.200000;1
faire;away;-;0.000175 0.016949;1
l�g�rement faim;slightly;-;0.066667 0.019608;1
d';having a;-;0.000484 1.000000;1
sait assez;well enough;-;1.000000 1.000000;1
On;best;-;0.005435 0.001905;1
cela;wondered;-;0.009434 0.076923;1
trop chaud;hot;-;0.047619 0.000605;1
rouge;One;-;0.000256 0.015152;1
dauphin;A dolphin;-;0.002740 0.500000;1
les;What;-;0.000989 0.000773;1
fait des;of the;-;0.500000 0.016949;1
J' aimerais;would rather;-;0.030303 0.125000;1
est jamais;is;-;0.500000 0.000076;1
�tait verrouill�e;was locked;-;0.333333 1.000000;1
Je me;before;-;0.014085 0.000404;1
est fait;a;-;0.071429 0.000074;1
fait -;do;-;0.090909 0.000246;1
�a;him that;-;0.003802 0.333333;1
en;very;-;0.000490 0.000206;1
fort;watched;-;0.004405 0.035714;1
rencontrai;then;-;0.038462 0.004975;1
citrouille;pumpkin pie;-;0.023810 1.000000;1
beau;try;-;0.004444 0.005952;1
folle;burning;-;0.250000 0.012987;1
accus�;lunch;-;0.011236 0.004902;1
barbier;shop;-;0.009091 0.015152;1
N' utilise;use;-;0.500000 0.003906;1
bonnement divin;simply;-;0.024390 0.012987;1
dormir;heat;-;0.006410 0.001592;1
boire;Children;-;0.001395 0.022727;1
agit juste;just;-;0.333333 0.002342;1
comment peuvent;But how;-;1.000000 1.000000;1
boire;quit;-;0.001395 0.004878;1
sert;What;-;0.030303 0.000773;1
Nous;We only;-;0.000150 1.000000;1
vida son;emptied;-;0.500000 0.016949;1
Celui qui;who;-;1.000000 0.002096;1
, le;and;-;0.071429 0.000058;1
l�;cleaning;-;0.062500 0.023810;1
faites;able;-;0.025641 0.005682;1
que;'m not;-;0.000314 0.333333;1
reviens;shopping;-;0.111111 0.001642;1
absolument;care;-;0.013699 0.004505;1
courir 200;200;-;0.500000 0.055556;1
Savez;sells;-;0.013333 0.008197;1
mati�re;particular;-;0.015625 0.008547;1
finalement;idiot;-;0.017857 0.083333;1
d�licieuses;delicious;-;0.333333 0.002604;1
erron�e;purpose;-;1.000000 0.003115;1
parfois semblant;sometimes;-;0.500000 0.003096;1
douche;coming;-;0.009524 0.030303;1
entendu;fancy;-;0.009259 0.250000;1
certains;entered;-;0.111111 0.007634;1
couple;each other;-;0.019231 0.083333;1
Il;be done;-;0.000062 1.000000;1
viande;like meat;-;0.000422 1.000000;1
cet;trust;-;0.012195 0.002155;1
besoin;really need;-;0.001456 0.500000;1
chaleur transforme;Heat changes;-;0.166667 0.083333;1
�t� trait�e;cleaned;-;0.333333 0.014493;1
On;we;-;0.005435 0.000480;1
son;one;-;0.000732 0.003236;1
le pain;bread;-;1.000000 0.000433;1
incidemment;by accident;-;0.250000 0.125000;1
pr�para;cake;-;0.026316 0.000169;1
coiffeur hier;barber;-;1.000000 0.006623;1
semaines s�par�s;weeks apart;-;1.000000 0.500000;1
quelle moiti�;either half;-;0.500000 0.500000;1
exercice chaque;father exercises;-;0.166667 1.000000;1
rende compte;being noticed;-;0.333333 1.000000;1
distingue;or evil;-;0.083333 1.000000;1
cours;cooking;-;0.007937 0.002786;1
arr�ter;difficult;-;0.002740 0.001965;1
de ne;nor;-;0.142857 0.027027;1
doit;not live;-;0.004184 0.500000;1
appeler au;telephone call;-;1.000000 0.142857;1
lait;drink milk;-;0.000279 1.000000;1
ira;well soon;-;0.033333 1.000000;1
moins froid;less cold;-;1.000000 1.000000;1
ai peur;'m afraid;-;1.000000 0.071429;1
a fait;doing;-;0.007299 0.003247;1
vous le;Do you;-;0.166667 0.027778;1
t�te sur;head;-;0.333333 0.001075;1
famille va;His family;-;0.250000 0.111111;1
avec toute;all;-;1.000000 0.001253;1
ans .;I have;-;0.500000 0.006410;1
, le;to;-;0.071429 0.000113;1
vraiment bon;good;-;1.000000 0.000777;1
sans;without a;-;0.000543 1.000000;1
mieux;is good;-;0.000840 0.333333;1
pas fait;did n't;-;0.500000 0.018182;1
de faire;on;-;0.009524 0.000384;1
est que;is that;-;0.125000 0.250000;1
Nancy doit;Nancy;-;0.333333 0.005025;1
r�gime durant;diet;-;1.000000 0.001047;1
cuire;meat;-;0.040000 0.000421;1
fournit;city;-;0.050000 0.002169;1
applique;rule;-;0.009174 0.002364;1
- vous;time .;-;0.004367 0.050000;1
arr�t�;started;-;0.002890 0.012500;1
mangeons;often;-;0.027778 0.000456;1
sombre;dark outside;-;0.003676 0.020000;1
habitu�;drink beer;-;0.015385 0.142857;1
allons;And;-;0.029412 0.001218;1
Cette cravate;tie;-;0.500000 0.002551;1
leur donnait;supplied;-;1.000000 0.017241;1
le vin;likes wine;-;1.000000 0.125000;1
est d';'s;-;0.500000 0.000595;1
�tre;true;-;0.002183 0.010101;1
Si on;Shall;-;0.500000 0.009901;1
confus;puzzled about;-;0.030303 0.500000;1
qu';have to;-;0.000802 0.026316;1
.;heart .;-;0.000001 1.000000;1
citron;add lemon;-;0.002114 1.000000;1
secou�;For;-;0.012821 0.008130;1
r�union;clear;-;0.005102 0.012346;1
chaude;Last;-;0.008403 0.041667;1
distance;dance;-;0.022727 0.015152;1
emm�nag�;graduated;-;0.012821 0.015385;1
donner;salary;-;0.014493 0.014925;1
v�lo appartient;bike;-;0.062500 0.062500;1
Prends;ID;-;0.010989 0.015385;1
fait;is this;-;0.000317 0.076923;1
� un;about;-;0.125000 0.004000;1
peu;can speak;-;0.001616 0.166667;1
ses;work;-;0.003846 0.000992;1
pas la;n't you;-;0.333333 0.047619;1
un;job;-;0.000116 0.003546;1
On;water;-;0.005435 0.000135;1
s';they;-;0.002062 0.000971;1
pr�vois;plan on;-;0.013514 1.000000;1
joue du;plays the;-;0.200000 1.000000;1
mort;burnt;-;0.004000 0.007634;1
revenir;weeks;-;0.005236 0.003774;1
Pour;For dinner;-;0.007353 1.000000;1
d' aller;going;-;0.200000 0.003731;1
v�g�tarien;vegetarian pilaf;-;0.002237 0.062500;1
voulu;proceeded;-;0.041667 0.200000;1
�crivez;writing;-;1.000000 0.029412;1
respirer;dived;-;0.021739 0.083333;1
pr�para;wonderful;-;0.026316 0.009804;1
certains;benefits;-;0.111111 0.250000;1
personnels;business;-;1.000000 0.014493;1
sommet;snow;-;0.020408 0.004831;1
amie;postcard;-;0.027027 0.004065;1
p�cheur lan�a;fisherman cast;-;0.200000 1.000000;1
lunettes;Those;-;0.011364 0.041667;1
m' apporta;brought;-;1.000000 0.011494;1
- moi;me to;-;0.010870 0.066667;1
travaillait;test;-;0.055556 0.009009;1
environ 1600;1600;-;1.000000 0.058824;1
costume;fits;-;0.002381 0.045455;1
Entre;easier;-;0.016393 0.015873;1
repose;trouble;-;0.052632 0.008065;1
charg�;bit;-;0.037037 0.016667;1
usage;information;-;0.011494 0.016129;1
terre;potato introduced;-;0.043478 0.083333;1
M�re;parts;-;0.006250 0.035714;1
occup�e;girl;-;0.005714 0.001098;1
�ufs r�cemment;eggs lately;-;1.000000 1.000000;1
les;speak;-;0.000989 0.002123;1
elle est;is;-;1.000000 0.000076;1
quelque;ask;-;0.001168 0.008333;1
Je suis;I went;-;0.009009 1.000000;1
l' une;the;-;1.000000 0.000081;1
faire;what he;-;0.000175 0.066667;1
faisait;Last;-;0.011236 0.041667;1
ses;not;-;0.003846 0.000402;1
froid;terribly cold;-;0.000266 0.500000;1
retrouva �tal�;unconscious;-;1.000000 0.033333;1
continues;further;-;0.111111 0.100000;1
atteignit;side;-;0.500000 0.013889;1
servit;served;-;0.045455 0.008621;1
timide;Getting shy;-;0.016949 1.000000;1
feuilles;turning;-;0.014493 0.023256;1
portefeuille;wondered;-;0.006494 0.076923;1
suspendu;Nobody;-;0.037037 0.008197;1
ressemble;Seen;-;0.071429 0.050000;1
moi ,;at;-;0.250000 0.001114;1
cette coupe;this cup;-;0.500000 1.000000;1
vous;you will;-;0.000279 1.000000;1
se gratter;scratching;-;1.000000 0.026316;1
va devoir;get;-;1.000000 0.002545;1
aimait;city;-;0.015152 0.002169;1
�tait proche;nearing;-;0.500000 0.018182;1
tr�s;very cold;-;0.000203 0.041667;1
diner;cook;-;0.043478 0.002375;1
r�fl�chit;reflects light;-;0.011765 1.000000;1
�clair�e par;gets sunshine;-;1.000000 0.041667;1
ta route;around;-;1.000000 0.007092;1
trop;excess;-;0.000251 0.125000;1
Que diriez;How;-;0.333333 0.001182;1
Voudriez;some coffee;-;0.004425 0.052632;1
travaille;works at;-;0.003012 1.000000;1
bon;'m good;-;0.001488 1.000000;1
Allez;all;-;0.019231 0.001253;1
d�;to have;-;0.012987 0.020833;1
cafeti�re;almost;-;0.026316 0.003521;1
bonjour;-;-;0.019608 0.050000;1
vert;Which;-;0.003390 0.013158;1
effondra;news;-;0.111111 0.033333;1
social;Man;-;0.111111 0.017544;1
jolie;Once;-;0.011494 0.066667;1
obligations;neglecting;-;1.000000 0.055556;1
bris�;tiny fragments;-;0.052632 0.500000;1
tire;shooting;-;0.062500 0.250000;1
exception;besides;-;0.037037 0.066667;1
trouver les;find;-;1.000000 0.007692;1
dont;tiny;-;0.015152 0.125000;1
principale;major;-;0.022222 0.500000;1
poissons;steadily declining;-;0.013158 0.500000;1
go�t atroce;horrible;-;0.250000 0.022222;1
chef;class;-;0.005102 0.005525;1
�taient satisfaits;were;-;0.142857 0.003953;1
m�decin;doctor any;-;0.001495 1.000000;1
bonne;naturally;-;0.004425 0.040000;1
gare;man;-;0.001486 0.000459;1
matins;grocery shopping;-;0.012658 0.333333;1
du th�;with;-;0.058824 0.000255;1
aussi;play;-;0.003226 0.003226;1
Personne;one trusts;-;0.004255 0.500000;1
imm�diatement;right now;-;0.007299 0.055556;1
rencontr� ta;how;-;0.500000 0.001139;1
la porte;the door;-;0.333333 1.000000;1
fait;He does;-;0.000317 0.166667;1
chaud ou;or;-;1.000000 0.000315;1
Voici;made;-;0.005405 0.001425;1
donnez;eat;-;0.028571 0.000419;1
f�te;inviting;-;0.001335 0.011628;1
devez;really;-;0.017241 0.000949;1
rencontr�s;Sunday;-;0.029412 0.004808;1
excellent cuisinier;excellent cook;-;0.333333 1.000000;1
quand;day;-;0.001475 0.000765;1
de;for this;-;0.000123 0.200000;1
la bouteille;is;-;0.333333 0.000076;1
au;with a;-;0.001325 0.043478;1
pas .;not .;-;0.022727 0.111111;1
dans sa;his pocket;-;0.200000 0.500000;1
te sied;suits;-;1.000000 0.009804;1
rencontr�;yesterday;-;0.000529 0.000404;1
parle trop;talks too;-;0.250000 0.333333;1
Que cette;How beautiful;-;1.000000 0.500000;1
population mondiale;world population;-;0.333333 1.000000;1
bruit;any noise;-;0.002703 0.333333;1
?;did ?;-;0.000009 1.000000;1
,;to the;-;0.000053 0.014925;1
certain;physician;-;0.008621 0.200000;1
difficult�s;difficulty understanding;-;0.034483 0.250000;1
a�rienne;Tokyo;-;1.000000 0.000862;1
employ�s mena�aient;threatened;-;0.076923 0.125000;1
chaussures bleues;shoes;-;1.000000 0.004367;1
incapable;across;-;0.009709 0.032258;1
cou ressemble;neck resembles;-;1.000000 0.500000;1
parfois semblant;sometimes affects;-;0.500000 0.500000;1
lunettes;These;-;0.011364 0.005051;1
appel;computer-to-computer;-;0.015152 0.058824;1
comprenais;conversation;-;0.333333 0.022727;1
Quatre gar�ons;boys amused;-;1.000000 1.000000;1
avenir;stake;-;0.014925 0.125000;1
vingt;twenty-one;-;0.017241 1.000000;1
aussit�t endormie;Being;-;0.333333 0.058824;1
tout;do it;-;0.001195 0.015873;1
- tu;are you;-;0.008850 0.058824;1
faire;you what;-;0.000175 0.142857;1
vaches;grass;-;0.004878 0.001115;1
ira;end;-;0.033333 0.000637;1
avons;so we;-;0.005076 0.500000;1
nous pas;we;-;1.000000 0.000480;1
a frapp�;knocked on;-;1.000000 1.000000;1
pris;I had;-;0.008065 0.100000;1
vous prie;Please;-;0.142857 0.001449;1
�;it on;-;0.000213 0.333333;1
�a;burn;-;0.004717 0.008621;1
d';had had;-;0.000484 0.166667;1
fait d';made;-;0.250000 0.001425;1
- ce;it;-;0.100000 0.000425;1
c�ur fond;heart;-;1.000000 0.001645;1
entraider;help;-;0.250000 0.002278;1
�pouvantable aujourd'hui;insanely;-;1.000000 0.014925;1
restaurant o�;restaurant;-;1.000000 0.000254;1
mieux que;better than;-;0.500000 0.023810;1
nous;we as;-;0.000439 1.000000;1
mettre ta;your;-;1.000000 0.000551;1
�tre;am;-;0.002183 0.002008;1
vais pr�parer;put;-;0.062500 0.002994;1
bien ce;well;-;1.000000 0.000370;1
lever;just got;-;0.003356 0.333333;1
perdu mon;have lost;-;0.142857 1.000000;1
sensible au;feel;-;0.500000 0.002857;1
principales;consists;-;0.500000 0.045455;1
habite;conductor;-;0.027027 0.055556;1
cerisiers �taient;cherry;-;0.200000 0.033333;1
No�l;Christmas present;-;0.003030 1.000000;1
derri�re;suppose;-;0.047619 0.009615;1
aimerais;these;-;0.003236 0.002336;1
arrive;song;-;0.018519 0.006667;1
Jack semblait;Jack;-;1.000000 0.003759;1
Dis;books;-;0.006061 0.003115;1
utiliser;cannot use;-;0.008929 1.000000;1
�cole;walked;-;0.000517 0.004808;1
incidemment;accident;-;0.250000 0.001155;1
content;ran;-;0.008850 0.006849;1
entra;came running;-;0.012346 1.000000;1
capacit�s pour;ability;-;1.000000 0.015873;1
vie;his;-;0.000645 0.000521;1
dois arr�ter;stop smoking;-;0.200000 0.038462;1
devrais;more careful;-;0.001684 0.500000;1
moment;Your present;-;0.011628 1.000000;1
prochain;next month;-;0.032258 0.250000;1
souvent assis;often sit;-;1.000000 1.000000;1
mes;weekend;-;0.005714 0.005747;1
savais;caught;-;0.015625 0.006250;1
sachant;help;-;0.006897 0.002278;1
essayait;trying;-;0.200000 0.010526;1
apr�s-midi;yesterday afternoon;-;0.001245 1.000000;1
�tudiants;few;-;0.001992 0.008929;1
gobelet;real;-;1.000000 0.020408;1
appris;these;-;0.007353 0.002336;1
voudrait pas;let;-;1.000000 0.004525;1
-;a good;-;0.000386 0.023256;1
Le prix;price;-;1.000000 0.004405;1
baiss�;come down;-;0.050000 1.000000;1
Qu' aimes;eat;-;0.125000 0.000419;1
lui;got him;-;0.000442 1.000000;1
maison;This drink;-;0.000845 0.250000;1
m�me faute;same;-;0.333333 0.007519;1
c';great;-;0.004926 0.008000;1
compte vingt-quatre;twenty-four hours;-;0.125000 0.047619;1
�tes;certain;-;0.014286 0.006452;1
japonaise;us;-;0.004587 0.001541;1
�a;Off;-;0.004717 0.030303;1
envoler;girl;-;1.000000 0.001098;1
S';exam;-;0.011494 0.006098;1
�norme diff�rence;another;-;0.166667 0.003497;1
l' �cole;at school;-;0.076923 1.000000;1
sens bien;feel;-;0.111111 0.002857;1
bons traitements;Good;-;0.166667 0.011494;1
allai;anyway;-;0.090909 0.066667;1
d�couverte scientifique;discovery;-;0.200000 0.090909;1
tenu;forgave;-;0.043478 0.021739;1
d�cid�;retreat;-;0.005348 0.058824;1
invit�s firent;justice;-;0.333333 0.090909;1
traduire;sentences;-;0.037037 0.001770;1
pensais;realized;-;0.015625 0.020000;1
forment;teacups;-;0.041667 0.166667;1
signal;danger signal;-;0.142857 1.000000;1
principale production;Coffee;-;0.200000 0.015385;1
mouche;complete silence;-;0.071429 1.000000;1
mouvement;Each;-;0.333333 0.021277;1
3;3 spoonfuls;-;0.028571 0.142857;1
couleur;Its;-;0.005988 0.250000;1
meurent;aches;-;0.035714 0.062500;1
caressa;wonderful;-;0.333333 0.009804;1
tenez;Make;-;0.500000 0.009709;1
gras;slick;-;0.013514 0.125000;1
charme;masterpiece;-;0.083333 0.007463;1
suivait;noticed;-;0.166667 0.066667;1
attitr�;steady;-;1.000000 0.023810;1
d�claration pr�c�dente;retract;-;1.000000 0.125000;1
bien !;well;-;0.014286 0.000370;1
mit;put lots;-;0.022727 0.250000;1
m�me me;the;-;1.000000 0.000081;1
sang sont;blood;-;1.000000 0.001267;1
aussi;almost;-;0.003226 0.003521;1
l�;mind;-;0.010101 0.006711;1
rentrant chez;while;-;0.071429 0.008850;1
expr�s;mean it;-;0.002457 1.000000;1
bars;spending;-;0.055556 0.021739;1
conduite;Drunken;-;0.071429 0.333333;1
taux;exchange rate;-;0.111111 0.500000;1
affreusement;badly;-;0.020000 0.038462;1
rentr�;Dad;-;0.055556 0.009434;1
eux;opinions;-;0.037037 0.066667;1
vaches;Cows supply;-;0.004878 0.030303;1
regard�;cars;-;0.040000 0.002950;1
Lorsqu';dies;-;0.125000 0.090909;1
jaunes;yellow;-;0.500000 0.009804;1
comp�tent;competent diplomat;-;0.066667 0.200000;1
Monsieur;sir;-;0.033333 0.125000;1
pire;Silent;-;0.011905 0.250000;1
importance;mice;-;0.010000 0.025641;1
parlaient;understanding;-;0.166667 0.071429;1
docteur;examined;-;0.014706 0.009804;1
chaudes;discuss;-;0.250000 0.019608;1
couronner;business;-;0.111111 0.014493;1
n�fastes;effect;-;0.500000 0.030303;1
passai;traveling;-;0.500000 0.142857;1
c' est;it 's;-;0.043478 0.035714;1
Ne confonds;confuse;-;1.000000 0.011111;1
propres yeux;eyes;-;1.000000 0.001279;1
maillot;That swimsuit;-;0.019608 1.000000;1
moindre envie;whatsoever;-;0.125000 0.062500;1
Comment voulez;hair;-;1.000000 0.001460;1
et bien;,;-;0.500000 0.000052;1
ici;here around;-;0.000410 1.000000;1
cette chambre;this room;-;0.166667 0.058824;1
plus de;you;-;0.142857 0.000111;1
verre;cup;-;0.000600 0.000402;1
essayes;if;-;0.055556 0.001152;1
niveau;turn;-;0.012500 0.007407;1
Baisse;volume down;-;0.017544 1.000000;1
avait;had done;-;0.002695 0.333333;1
pr�f�re beaucoup;than;-;0.500000 0.001976;1
quoi;want anything;-;0.003937 0.250000;1
attrap� froid;'ve gone;-;0.050000 0.500000;1
�tre;what;-;0.002183 0.000848;1
�;with my;-;0.000213 0.058824;1
poisson;fish is;-;0.000323 1.000000;1
celle;Silent;-;0.066667 0.250000;1
comme;must;-;0.002320 0.001686;1
d';would be;-;0.000484 0.100000;1
y;there was;-;0.000578 0.500000;1
Th�;Tea without;-;0.019231 0.250000;1
mis beaucoup;put lots;-;1.000000 0.250000;1
rencontr� auparavant;him;-;0.142857 0.000389;1
faire;have the;-;0.000175 0.125000;1
ce que;you want;-;0.006173 0.100000;1
jeunes;nothing;-;0.005988 0.000887;1
grand;elder;-;0.010417 0.142857;1
feu;turns everything;-;0.004831 0.500000;1
yeux;'s eyes;-;0.001300 1.000000;1
pu acheter;buy;-;1.000000 0.001531;1
course;the race;-;0.001802 1.000000;1
On;nothing;-;0.005435 0.000887;1
Ce produit;article;-;0.500000 0.013889;1
pourrait;an;-;0.012821 0.002387;1
assiette;washes;-;0.005405 0.100000;1
tes;parents;-;0.011111 0.000782;1
chapeau;becomes;-;0.001116 0.013889;1
nombreux jours;days;-;1.000000 0.003623;1
�crire;drop;-;0.002688 0.024390;1
gravement brul�;burned himself;-;0.111111 1.000000;1
Son cheval;horse;-;1.000000 0.000394;1
Savez;know what;-;0.013333 0.027778;1
Elle pourrait;might;-;1.000000 0.020833;1
il quelqu'un;to eat;-;1.000000 0.025000;1
termin�rent leur;their meal;-;0.142857 0.142857;1
- ce;her;-;0.100000 0.000998;1
�ufs;fresh eggs;-;0.002899 0.500000;1
comptent;spend;-;0.166667 0.002950;1
carte;road;-;0.001490 0.019231;1
son;had an;-;0.000732 0.500000;1
J' appr�cie;like fresh;-;1.000000 1.000000;1
de le;that;-;0.090909 0.000450;1
peu froid;little;-;0.083333 0.001302;1
est ce;what;-;0.166667 0.000848;1
talent musical;contrary;-;1.000000 0.052632;1
promener;path;-;0.055556 0.142857;1
conna�tre;courage;-;0.100000 0.013699;1
abeilles;stinging;-;0.026316 0.125000;1
